,HCPID,egs,alpha,r,LL
90,178950_fnca,0.45,0.05,1,-1.8627934216072055
101,178950_fnca,0.5,0.1,1,-1.8667876707655267
91,178950_fnca,0.45,0.1,1,-1.8672490299213278
100,178950_fnca,0.5,0.05,1,-1.8677696206970833
81,178950_fnca,0.4,0.1,1,-1.8703258994807104
102,178950_fnca,0.5,0.15,1,-1.875116708171705
80,178950_fnca,0.4,0.05,1,-1.8819453469329865
92,178950_fnca,0.45,0.15,1,-1.8839755521823989
70,178950_fnca,0.35,0.05,1,-1.8848804320899775
60,178950_fnca,0.3,0.05,1,-1.88517198497318
71,178950_fnca,0.35,0.1,1,-1.8911622140529776
61,178950_fnca,0.3,0.1,1,-1.8961167080631651
50,178950_fnca,0.25,0.05,1,-1.9019802154943377
51,178950_fnca,0.25,0.1,1,-1.9062121052926075
40,178950_fnca,0.2,0.05,1,-1.909686616002329
62,178950_fnca,0.3,0.15,1,-1.9112076962933924
30,178950_fnca,0.15,0.05,1,-1.9122568995955964
82,178950_fnca,0.4,0.15,1,-1.9132292881159247
41,178950_fnca,0.2,0.1,1,-1.9192178635947585
31,178950_fnca,0.15,0.1,1,-1.9297685328188443
72,178950_fnca,0.35,0.15,1,-1.9367389126742074
20,178950_fnca,0.1,0.05,1,-1.9584308839993452
103,178950_fnca,0.5,0.2,1,-1.969901216463242
21,178950_fnca,0.1,0.1,1,-1.9796306469326566
52,178950_fnca,0.25,0.15,1,-1.9851781877337484
42,178950_fnca,0.2,0.15,1,-2.05258992059163
11,178950_fnca,0.05,0.1,1,-2.0720632509423274
93,178950_fnca,0.45,0.2,1,-2.0729997246771124
32,178950_fnca,0.15,0.15,1,-2.084832191269305
10,178950_fnca,0.05,0.05,1,-2.0907182881952284
83,178950_fnca,0.4,0.2,1,-2.103902848113343
73,178950_fnca,0.35,0.2,1,-2.132998839476725
63,178950_fnca,0.3,0.2,1,-2.151377605724299
104,178950_fnca,0.5,0.25,1,-2.2352354002572836
22,178950_fnca,0.1,0.15,1,-2.240848449994899
2,178950_fnca,0.0,0.15,1,-2.2585104314243223
94,178950_fnca,0.45,0.25,1,-2.2845860964977884
12,178950_fnca,0.05,0.15,1,-2.3188215737794566
1,178950_fnca,0.0,0.1,1,-2.322161744083128
53,178950_fnca,0.25,0.2,1,-2.3382333930949133
84,178950_fnca,0.4,0.25,1,-2.3769657806354996
105,178950_fnca,0.5,0.3,1,-2.4564134255656422
95,178950_fnca,0.45,0.3,1,-2.4699373578858816
74,178950_fnca,0.35,0.25,1,-2.5098685753385084
106,178950_fnca,0.5,0.35,1,-2.5220799964284413
33,178950_fnca,0.15,0.2,1,-2.5226852212866584
43,178950_fnca,0.2,0.2,1,-2.5329752150157274
13,178950_fnca,0.05,0.2,1,-2.5539546686506993
3,178950_fnca,0.0,0.2,1,-2.572871947823678
14,178950_fnca,0.05,0.25,1,-2.573393382545641
5,178950_fnca,0.0,0.3,1,-2.578422999877871
4,178950_fnca,0.0,0.25,1,-2.589726086017188
64,178950_fnca,0.3,0.25,1,-2.590236764894162
24,178950_fnca,0.1,0.25,1,-2.6006120261853836
23,178950_fnca,0.1,0.2,1,-2.6138215339443023
44,178950_fnca,0.2,0.25,1,-2.6160862960058866
85,178950_fnca,0.4,0.3,1,-2.622250444496277
107,178950_fnca,0.5,0.4,1,-2.634755744827526
15,178950_fnca,0.05,0.3,1,-2.647623355779195
9,178950_fnca,0.0,0.5,1,-2.6511793919907394
7,178950_fnca,0.0,0.4,1,-2.65117939199074
54,178950_fnca,0.25,0.25,1,-2.655154814045759
34,178950_fnca,0.15,0.25,1,-2.655285516845587
6,178950_fnca,0.0,0.35,1,-2.6566006415309715
109,178950_fnca,0.5,0.5,1,-2.6676372855921553
18,178950_fnca,0.05,0.45,1,-2.6753125841958916
8,178950_fnca,0.0,0.45,1,-2.678940371731474
108,178950_fnca,0.5,0.45,1,-2.683292423776619
16,178950_fnca,0.05,0.35,1,-2.686834940646616
96,178950_fnca,0.45,0.35,1,-2.6934589375122817
17,178950_fnca,0.05,0.4,1,-2.699750317378033
26,178950_fnca,0.1,0.35,1,-2.7008557617616233
75,178950_fnca,0.35,0.3,1,-2.7095795458858563
97,178950_fnca,0.45,0.4,1,-2.7162758984922606
86,178950_fnca,0.4,0.35,1,-2.722315436840705
45,178950_fnca,0.2,0.3,1,-2.7420489530265253
25,178950_fnca,0.1,0.3,1,-2.7454301459760018
76,178950_fnca,0.35,0.35,1,-2.747924411847567
27,178950_fnca,0.1,0.4,1,-2.754285328817923
98,178950_fnca,0.45,0.45,1,-2.7570657142207753
55,178950_fnca,0.25,0.3,1,-2.764075546543816
36,178950_fnca,0.15,0.35,1,-2.7778879704441195
46,178950_fnca,0.2,0.35,1,-2.7846013256342195
28,178950_fnca,0.1,0.45,1,-2.7908127510902982
65,178950_fnca,0.3,0.3,1,-2.792440973594352
35,178950_fnca,0.15,0.3,1,-2.7967624613273183
87,178950_fnca,0.4,0.4,1,-2.8092308064238694
77,178950_fnca,0.35,0.4,1,-2.812939536752899
19,178950_fnca,0.05,0.5,1,-2.8187735476742013
47,178950_fnca,0.2,0.4,1,-2.8426288591426467
66,178950_fnca,0.3,0.35,1,-2.8477949345118505
29,178950_fnca,0.1,0.5,1,-2.8488881106893627
57,178950_fnca,0.25,0.4,1,-2.865723388857716
99,178950_fnca,0.45,0.5,1,-2.873315798962291
56,178950_fnca,0.25,0.35,1,-2.8838145853900023
37,178950_fnca,0.15,0.4,1,-2.893163166791454
88,178950_fnca,0.4,0.45,1,-2.9244961364768383
0,178950_fnca,0.0,0.05,1,-2.92847748156526
67,178950_fnca,0.3,0.4,1,-2.929742264016044
78,178950_fnca,0.35,0.45,1,-2.932654579094172
38,178950_fnca,0.15,0.45,1,-2.9378706148630127
68,178950_fnca,0.3,0.45,1,-2.950037313999073
48,178950_fnca,0.2,0.45,1,-2.961359722461175
39,178950_fnca,0.15,0.5,1,-2.9642261413793474
69,178950_fnca,0.3,0.5,1,-2.97748364249332
58,178950_fnca,0.25,0.45,1,-2.980098757088045
59,178950_fnca,0.25,0.5,1,-3.022777665316791
79,178950_fnca,0.35,0.5,1,-3.149659458278151
49,178950_fnca,0.2,0.5,1,-3.1715115666398184
89,178950_fnca,0.4,0.5,1,-3.2314314402547213
